workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,result
Private,11th,Never-married,Sales,Own-child,White,Male,0,0,28,United-States,<=50K
Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K
Self-emp-not-inc,Bachelors,Separated,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
Private,Some-college,Never-married,Transport-moving,Own-child,White,Male,0,0,50,United-States,<=50K
Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,10605,0,40,United-States,>50K
Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,2415,40,China,>50K
Private,5th-6th,Divorced,Other-service,Unmarried,Black,Male,0,0,25,United-States,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,7,United-States,<=50K
Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K
Private,9th,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
Private,Bachelors,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,40,Philippines,>50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,<=50K
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
Private,Some-college,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,60,United-States,<=50K
?,Some-college,Married-civ-spouse,?,Husband,White,Male,0,0,15,United-States,<=50K
Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,0,0,28,United-States,<=50K
Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,?,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,<=50K
Private,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Female,2174,0,45,United-States,<=50K
?,Some-college,Divorced,?,Unmarried,Black,Female,0,0,30,United-States,<=50K
Self-emp-not-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,India,<=50K
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,>50K
Self-emp-not-inc,Prof-school,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,United-States,>50K
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
Private,Some-college,Divorced,Sales,Own-child,White,Male,0,0,55,United-States,<=50K
Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,0,0,50,United-States,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
Local-gov,7th-8th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,55,United-States,<=50K
Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
?,Assoc-acdm,Married-civ-spouse,?,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,38,United-States,<=50K
Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,52,United-States,<=50K
Private,Bachelors,Never-married,Prof-specialty,Own-child,Black,Male,0,0,15,United-States,<=50K
Self-emp-not-inc,HS-grad,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,10,United-States,<=50K
Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,<=50K
Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,0,0,44,United-States,<=50K
Self-emp-not-inc,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Never-married,Sales,Own-child,Black,Male,0,0,40,United-States,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,45,United-States,>50K
Private,Masters,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,50,South,<=50K
Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,<=50K
Private,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
Private,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,25,United-States,<=50K
Private,Some-college,Never-married,Transport-moving,Unmarried,White,Male,0,0,40,United-States,<=50K
Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,38,Mexico,<=50K
Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K
?,HS-grad,Married-civ-spouse,?,Husband,White,Male,0,0,5,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
Private,Some-college,Never-married,Sales,Not-in-family,White,Female,0,0,42,United-States,<=50K
Private,1st-4th,Married-spouse-absent,Priv-house-serv,Not-in-family,White,Female,0,0,40,Guatemala,<=50K
Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,55,United-States,<=50K
?,Some-college,Never-married,?,Own-child,White,Female,0,0,10,United-States,<=50K
Local-gov,Preschool,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Mexico,<=50K
Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103,0,44,United-States,>50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,99,United-States,>50K
Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,25,United-States,<=50K
Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,40,United-States,>50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K
Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,>50K
Private,Assoc-acdm,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,45,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
Local-gov,Some-college,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,35,United-States,<=50K
Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1977,45,United-States,>50K
Private,Some-college,Divorced,Craft-repair,Unmarried,White,Male,0,0,35,United-States,<=50K
Self-emp-not-inc,Some-college,Divorced,Farming-fishing,Unmarried,White,Male,0,0,40,United-States,<=50K
State-gov,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,43,United-States,>50K
Private,7th-8th,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,?,<=50K
Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,>50K
Local-gov,10th,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,38,United-States,<=50K
Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,Mexico,<=50K
Private,10th,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,India,>50K
?,Assoc-voc,Widowed,?,Not-in-family,White,Female,0,0,20,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,>50K
Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,0,0,35,United-States,<=50K
Private,Bachelors,Widowed,Exec-managerial,Not-in-family,White,Male,0,2392,40,United-States,>50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Never-married,Transport-moving,Unmarried,White,Male,0,0,70,United-States,<=50K
Private,Some-college,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,4101,0,40,United-States,<=50K
State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
Private,HS-grad,Widowed,Other-service,Not-in-family,Black,Female,2964,0,40,United-States,<=50K
Private,HS-grad,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,44,United-States,<=50K
Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
?,HS-grad,Never-married,?,Unmarried,Black,Female,0,0,40,United-States,<=50K
Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Unmarried,White,Male,0,0,42,United-States,<=50K
Local-gov,HS-grad,Widowed,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,>50K
Private,Assoc-voc,Divorced,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
Private,HS-grad,Never-married,Craft-repair,Own-child,Black,Female,0,0,35,United-States,<=50K
Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
Private,Some-college,Widowed,Prof-specialty,Not-in-family,White,Female,3325,0,40,United-States,<=50K
Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,1504,40,United-States,<=50K
Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K
Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
Federal-gov,Bachelors,Divorced,Exec-managerial,Unmarried,White,Male,0,0,58,United-States,>50K
Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2580,0,40,United-States,<=50K
Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K
Private,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,65,United-States,>50K
State-gov,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0,0,60,United-States,<=50K
Private,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,<=50K
Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,52,United-States,>50K
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Germany,<=50K
Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
Private,Assoc-voc,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103,0,40,United-States,>50K
Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States,>50K
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States,<=50K
Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
Private,Assoc-voc,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,>50K
Private,HS-grad,Widowed,Other-service,Unmarried,White,Female,0,0,32,United-States,<=50K
Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
?,HS-grad,Never-married,?,Own-child,White,Male,0,0,30,United-States,<=50K
Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,Japan,<=50K
Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
Private,HS-grad,Separated,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K
Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,Yugoslavia,<=50K
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,45,?,<=50K
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
Private,10th,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
Self-emp-inc,Masters,Married-spouse-absent,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,50,India,<=50K
Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
State-gov,Assoc-acdm,Never-married,Other-service,Own-child,White,Male,0,1719,20,United-States,<=50K
Private,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
?,7th-8th,Widowed,?,Not-in-family,White,Male,0,0,2,United-States,<=50K
?,HS-grad,Never-married,?,Unmarried,White,Male,0,2001,40,United-States,<=50K
Self-emp-inc,9th,Married-civ-spouse,Exec-managerial,Husband,White,Male,1409,0,1,?,<=50K
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,75,United-States,<=50K
Private,HS-grad,Divorced,Priv-house-serv,Unmarried,Black,Female,0,0,30,United-States,<=50K
?,11th,Married-civ-spouse,?,Wife,White,Female,0,0,8,United-States,<=50K
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
Private,Some-college,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,<=50K
Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,60,United-States,>50K
Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,0,0,37,United-States,<=50K
Private,Prof-school,Divorced,Prof-specialty,Unmarried,White,Male,0,0,55,United-States,<=50K
?,Assoc-acdm,Never-married,?,Not-in-family,White,Female,0,0,20,United-States,<=50K
Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
Private,Some-college,Never-married,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States,>50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
